address,amount
0x762B7D62aCcA0d9A53B44b7Af3f1Fd68Ec6128C5,11914.893617021276440937
0x66672f4CAca707978FBF29E216946aB981592dCD,11914.893617021276440937
0xF7130Ca580A2685C752865baCD54Cdfcdbdb63b7,11914.893617021276440937
0x6Cd73a474Ed0ce1e3F3A12433Ac51f228032f659,11914.893617021276440937
0xd9649a43f9E4D5DA3BAE1ed2946296FBc50c6146,11914.893617021276440937
0x5d838408c41E39E3D028bf9ac28546540D3bB274,11914.893617021276440937
0xE3b893c28434e145105c31Bf755e1164c8AE6786,11914.893617021276440937
0x8037BeeB14e32D5877FF3701b8cB2C8641AB5f01,11914.893617021276440937
0x48f6e04656c427c32f03edc4df8505B8fdf82054,11914.893617021276440937
0xC741747167CEf213B94F3e4d2172abE8C67CC6Cb,11914.893617021276440937
0x577904c824e418CF7cCE0a64f00c3F368802956D,11914.893617021276440937
0x0390E6947946b9e2587133f76F273a524CF472b2,11914.893617021276440937
0xEB36429cDf098284B3C30b337BC9A8D5540A4838,11914.893617021276440937
0x57497F583Ef737b7A56c58E08c706DAF95b9aAE3,11914.893617021276440937
0x31Dd7dd350B706917c68c3cF309F501774924c9C,11914.893617021276440937
0x0481f3475FBA7C4bd27B86DA58566F612833FC59,11914.893617021276440937
0x67818C469EAaD100b7398eD9B1305d46edf4e975,11914.893617021276440937
0x922d7AEee7048e09e0ff2cFeCeb4a63DBb03Fa78,11914.893617021276440937
0xACde806d0fd582bc0cF80575322841D726D49f38,11914.893617021276440937
0xD0FBE73D00b0F6A7f875BB4a0308702c3c95918C,11914.893617021276440937
0xD1B4dD8D0B3b951a2bEb4b3bCc9714DDf42BD61f,11914.893617021276440937
0x0Ffe819Ed1358aeF818D5Bd75c8642Ff9b8AEFf0,11914.893617021276440937
0xC269f4399Ecc525670707D662d14B32339558993,11914.893617021276440937
0xBcae219Bf79E624a9f41B81C2627bC21976EC255,11914.893617021276440937
0x6eaD28943A0F97B7BE040D66FA730C76F2A98EBE,11914.893617021276440937
0x996a5263D373690B71a9198f8eC2dBb0Eb27ba06,11914.893617021276440937
0x73D52B1682c1c91f401f6B69615e58167e594C15,11914.893617021276440937
